599
376.6,66.365,-1
614.24,985.08,1
571.64,28.39,-1
331.7,684.85,1
499.68,827.09,1
177.6,1003.53,1
529.02,188.935,-1
372.3,18.765,-1
352.2,866.43,1
471.46,-12.42,-1
489.54,594.62,1
609.12,964.115,1
532.26,310.28,-1
268.82,512.65,1
44.46,707.705,1
10.56,841.44,1
505.56,212,-1
111.42,25.975,-1
449.48,-2.515,-1
236.66,760.345,1
533.06,460.325,1
653.36,688.875,1
203.52,507.015,1
583,50.93,-1
76.18,124.255,1
103.72,1012.8,1
212.32,388.715,1
543.34,13.48,-1
543.58,235.24,-1
598.42,254.175,-1
186.52,198.56,1
160.32,930.41,1
583.32,978.045,1
563.62,658.74,1
36.8,159.01,1
130.42,368.17,1
304.42,172.24,-1
596.18,674.525,1
368.04,1005.55,1
352.48,797.935,1
664.9,1071.67,1
578.46,923.585,1
106.12,389.38,1
648.14,810.745,1
479.62,-4.58,-1
432.72,892.05,1
492.28,898.315,1
91.68,784.46,1
255.8,705.255,1
609.92,980.32,1
31.08,847.075,1
304.16,-31.32,-1
159.82,439.92,1
112.62,1013.99,1
338.78,238.53,-1
504.44,999.64,1
149.9,-3.18,-1
515.38,221.765,-1
374.76,884.805,1
568.36,340.31,-1
363.18,1097.43,1
579.72,701.86,1
159.24,892.155,1
253.16,380.77,1
32.92,603.72,1
270.74,97.375,-1
222.94,991.03,1
142.04,1038.24,1
91.96,934.05,1
595.84,471,1
155.56,687.965,1
377.04,675.68,1
287.64,-21.1,-1
576.3,120.125,-1
185.24,294.845,1
456.72,603.895,1
638.36,656.395,1
526.56,444.785,1
546.32,808.05,1
98.98,552.375,1
23.16,-31.985,-1
500.4,342.9,-1
601.2,490.145,1
513.24,17.925,-1
423.5,-12.28,-1
457.22,1071.39,1
337.96,770.11,1
184.28,903.11,1
433.76,644.915,1
182.76,928.205,1
311.5,818.025,1
240.42,-23.375,-1
322.3,678.48,1
274.68,399.95,1
28.1,291.24,1
401.14,973.67,1
293.22,1028.34,1
260.98,571.415,1
16.6,1077.31,1
577,461.655,1
404.74,531.76,1
376.74,4.73,-1
257.86,227.26,1
624.28,945.74,1
641.82,658.215,1
392.7,47.675,-1
276.74,310.14,1
336.74,51.805,-1
583.28,308.95,-1
522.16,1029.88,1
395.62,207.975,-1
193.04,603.055,1
583.04,246.79,-1
207.52,793.91,1
577.92,225.02,-1
134.98,472.4,1
593.48,618.665,1
28.86,1101.39,1
48.82,670.115,1
178.38,154.775,1
86.1,225.475,1
334.32,1060.75,1
42.3,51.315,1
231.28,280.81,1
347.86,522.59,1
